Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country,Number of Billionaires,NumberOfBillionaires_x,NumberOfBillionaires_y
2259,1.2,46,Germany,Melsungen,Healthcare,False,M,Braun-Luedicke,Bernhard,1977,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,36,Germany,Melsungen,Healthcare,False,F,Braun-Luedicke,Eva Maria,1987,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,39,Germany,Melsungen,Healthcare,False,F,Braun-Luedicke,Friederike,1984,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,78,Malaysia,Kuala Lumpur,Real Estate,True,M,Cheah,Jeffrey,1945,121.46,0.7,364701517788,45.1%,105.3%,76.0,32447385,2476,11,11
2259,1.2,63,China,Hefei,Food & Beverage,True,M,Chen,Xianbao,1959,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,54,China,Hefei,Healthcare,True,M,Cheng,Xianfeng,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,54,South Korea,Seoul,Fashion & Retail,False,M,Chung,Yong-jin,1968,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
2259,1.2,82,United States,Dallas,Service,True,M,Deason,Darwin,1940,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,69,Italy,Sant'' Elpidio A Mare,Fashion & Retail,False,M,Della Valle,Diego,1953,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2259,1.2,71,India,Surat,Manufacturing,True,M,Desai,Ashwin,1951,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,71,United Kingdom,London,Media & Entertainment,True,M,Desmond,Richard,1951,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,52,China,Quanzhou,Fashion & Retail,False,M,Ding,Shui Po,1970,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,85,Turkey,Istanbul,Fashion & Retail,True,M,Dizdar,Sefik Yilmaz,1938,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
2259,1.2,60,Germany,Potsdam,Media & Entertainment,False,M,Doepfner,Mathias,1963,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,84,United States,Denver,Manufacturing,True,M,Ebrahimi,Farhad,1939,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,65,Brazil,Sao Paulo,Diversified,False,M,Ermirio de Moraes,Jose Roberto,1957,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,70,Brazil,Sao Paulo,Diversified,False,M,Ermirio de Moraes Neto,Jose,1952,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,56,China,Shunde,Manufacturing,True,M,Fang,Hongbo,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,66,Brazil,São Paulo,Manufacturing,False,M,Feffer,David,1956,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,51,Hungary,Unknown,Manufacturing,True,M,Felcsuti,Zsolt,1971,121.64,3.3,160967157504,48.5%,100.8%,75.8,9769949,2476,3,3
2259,1.2,30,United Kingdom,Birmingham,Fashion & Retail,True,M,Francis,Ben,1992,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,65,United States,Belvedere,Fashion & Retail,True,M,Friedman,Gary,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,49,Israel,Bnei Brak,Metals & Mining,False,M,Gertler,Dan,1973,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
2259,1.2,56,India,Mumbai,Manufacturing,True,M,Goenka,Balkrishan,1966,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,63,United States,New York,Finance & Investments,True,M,Golub,Lawrence,1959,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,72,India,Delhi,Manufacturing,True,F,Gupta,Saroj Rani,1950,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,67,Australia,Melbourne,Technology,True,M,Hall,Anthony,1955,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
2259,1.2,42,United Kingdom,London,Construction & Engineering,False,M,Hariri,Fahed,1980,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,75,United States,Philadelphia,Fashion & Retail,True,M,Hayne,Richard,1947,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,73,Australia,Melbourne,Finance & Investments,True,M,Heine,Michael,1949,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
2259,1.2,43,United States,Seattle,Technology,True,M,Hindawi,Orion,1980,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,58,China,Ningbo,Fashion & Retail,True,M,Huang,Guanlin,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,68,Australia,Melbourne,Technology,True,M,Hupert,Sam,1954,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
2259,1.2,76,United Kingdom,London,Telecom,True,M,Ibrahim,Mohammed,1946,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,55,United States,Los Angeles,Finance & Investments,True,M,Kaplan,David,1967,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,42,United States,Hidden Hills,Fashion & Retail,True,F,Kardashian,Kim,1980,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,57,China,Shanghai,Manufacturing,True,M,Ke,Guihua,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,56,China,Guangzhou,Healthcare,True,M,Ke,Yunfeng,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,55,Russia,Moscow,Real Estate,True,M,Klyachin,Alexander,1967,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2259,1.2,64,Germany,Berlin,Manufacturing,False,F,Knauf,Christine,0,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,64,Germany,Iphofen,Manufacturing,False,M,Knauf,Karl,0,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,86,India,Chennai,Automotive,False,M,Krishna,Suresh,1936,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,63,Canada,Montreal,Media & Entertainment,True,M,Laliberté,Guy,1960,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
2259,1.2,45,South Korea,Unknown,Technology,True,M,Lee,Su-jin,1978,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
2259,1.2,53,China,Hangzhou,Manufacturing,True,M,Li,Guoqing,1970,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,59,China,Shenzhen,Healthcare,True,M,Li,Li,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,43,China,Beijing,Healthcare,True,M,Li,Ruiqiang,1979,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,59,China,Hefei,Manufacturing,True,M,Li,Zhen,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,59,China,Shenzhen,Manufacturing,True,M,Liang,Guangwei,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,68,United States,San Diego,Technology,True,M,Luddy,Frederic,1954,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,63,United States,Boulder,Food & Beverage,False,M,MacMillan,Cargill,1959,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,73,United States,Plymouth,Food & Beverage,False,M,MacMillan,John,1949,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,71,United States,Orono,Food & Beverage,False,F,MacMillan,Martha,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,68,United States,Englewood,Food & Beverage,False,M,MacMillan,William,1954,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,99,India,Mumbai,Diversified,False,M,Mahindra,Keshub,1923,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,60,China,Changsha,Manufacturing,True,M,Mao,Zhongwu,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,60,United States,Miami,Construction & Engineering,False,M,Mas,Jorge,1963,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,57,Hungary,Felcsút,Diversified,True,M,Meszaros,Lorinc,1966,121.64,3.3,160967157504,48.5%,100.8%,75.8,9769949,2476,3,3
2259,1.2,66,United States,Minnetonka,Technology,True,M,Michael,Jeffrey,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,85,United States,Lower Merion,Healthcare,True,M,Miller,Alan,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,68,Brazil,Sao Paulo,Diversified,False,F,Moraes,Neide Helena de,1955,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,50,United States,New York,Finance & Investments,True,M,Nuttall,Scott,1972,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,56,Germany,Berlin,Food & Beverage,False,M,Oberwelland,Axel,1967,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,48,United States,Miami Beach,Technology,True,M,Oringer,Jonathan,1974,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,58,Russia,Murmansk,Food & Beverage,True,M,Orlov,Vitaly,1965,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2259,1.2,82,Brazil,Rio de Janeiro,Real Estate,True,M,Peres,Jose Isaac,1940,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,43,Sweden,Stockholm,Media & Entertainment,True,M,Persson,Markus,1979,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
2259,1.2,57,United States,San Francisco,Technology,True,M,Pincus,Mark,1966,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,82,Indonesia,Jakarta,Diversified,False,M,Poo,Murdaya,1941,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2259,1.2,90,United States,Cleveland,Healthcare,True,M,Preston,Forrest,1933,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,57,China,Nanyang,Food & Beverage,True,F,Qian,Ying,1966,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,76,United States,Abbeville,Manufacturing,True,M,Rane,Jimmy,1946,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,59,Switzerland,Lugano,Finance & Investments,True,M,Rappoport,Andrei,1963,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
2259,1.2,64,Brazil,Rondonopolis,Food & Beverage,False,M,Ribeiro,Hugo,0,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,59,United States,Los Angeles,Finance & Investments,True,M,Rosenthal,Bennett,1963,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,52,India,Mumbai,Real Estate,False,M,Ruia,Atul,1971,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,62,United Kingdom,London,Finance & Investments,True,M,Sandell,Thomas,1961,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,64,Canada,Montreal,Food & Beverage,False,M,Saputo,Francesco,0,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
2259,1.2,78,United Arab Emirates,Dubai,Construction & Engineering,False,M,Sawhney,Dhruv,1944,114.52,-1.9,421142267938,36.8%,108.4%,77.8,9770529,2476,17,17
2259,1.2,81,Canada,Toronto,Finance & Investments,True,M,Schwartz,Gerald,1941,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
2259,1.2,80,United Kingdom,London,Fashion & Retail,True,M,Seabra,Antonio Luiz,1943,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,52,China,Guangzhou,Technology,True,M,Shen,Eric Ya,1971,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,43,United States,San Francisco,Technology,True,M,Sijbrandij,Sytse 'Sid',1979,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,43,Germany,Munich,Automotive,False,M,Sixt,Alexander,1979,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,40,Germany,Munich,Automotive,False,M,Sixt,Konstantin,1982,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2259,1.2,73,Indonesia,Jakarta,Energy,False,M,Soeryadjaya,Edwin,1949,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2259,1.2,49,India,Mumbai,Healthcare,True,M,Soi,Abhay,1973,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,52,United Kingdom,London,Technology,True,M,Speiser,Mike,1971,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2259,1.2,51,Italy,Milan,Construction & Engineering,False,M,Squinzi,Marco,1971,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2259,1.2,51,Italy,Milan,Construction & Engineering,False,F,Squinzi,Veronica,1972,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2259,1.2,82,United States,Mount Kisco,Finance & Investments,True,M,Steinhardt,Michael,1940,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,58,United States,Berkeley,Technology,True,M,Stoica,Ion,1965,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,77,Indonesia,Jakarta,Metals & Mining,True,M,Sugianto,Eddy,1946,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2259,1.2,61,Belgium,Deinze,Manufacturing,True,M,Tack,Luc,1961,117.11,1.4,529606710418,79.7%,103.9%,81.6,11484055,2476,3,3
2259,1.2,70,Philippines,Manila,Food & Beverage,True,M,Tan Caktiong,Tony,1953,129.61,2.5,376795508680,35.5%,107.5%,71.1,108116615,2476,14,14
2259,1.2,59,China,Changsha,Manufacturing,True,M,Tang,Xiuguo,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,78,Australia,Melbourne,Real Estate,True,M,Tarascio,Sam,1944,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
2259,1.2,75,Italy,Tombolo,Finance & Investments,False,F,Tombolato,Lina,1947,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2259,1.2,60,China,Dongguan,Manufacturing,True,M,Tung,Ching Bor,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,81,Netherlands,Baarn,Media & Entertainment,True,M,van den Ende,Joop,1942,115.91,2.6,909070395161,85.0%,104.2%,81.8,17332850,2476,10,10
2259,1.2,54,Armenia,Erevan,Finance & Investments,True,M,Vardanyan,Ruben,1968,129.18,1.4,13672802158,54.6%,92.7%,74.9,2957731,2476,1,1
2259,1.2,63,Italy,Milan,Fashion & Retail,True,M,Veronesi,Sandro,1959,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2259,1.2,65,Thailand,Bangkok,Real Estate,True,M,Vijitpongpun,Thongma,1957,113.27,0.7,543649976166,49.3%,99.8%,76.9,69625582,2476,28,28
2259,1.2,64,China,Zhangzhou,Healthcare,True,M,Wang,Fuji,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,54,China,Urumchi,Manufacturing,True,M,Wang,Xiaoshen,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,87,United States,Jacksonville,Diversified,True,M,Weaver,J. Wayne,1935,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,67,Israel,Bnei Atarot,Food & Beverage,False,F,Wertheim,Drorit,1956,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
2259,1.2,41,United States,New York,Finance & Investments,True,M,Winklevoss,Cameron,1981,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,41,United States,New York,Finance & Investments,True,M,Winklevoss,Tyler,1981,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,52,China,Xiamen,Fashion & Retail,True,M,Wu,Yonghua,1971,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,58,China,Guangzhou,Manufacturing,True,M,Xia,Xinde,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,60,China,Changsha,Manufacturing,True,M,Xiang,Wenbo,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,58,China,Huaibei city,Food & Beverage,True,M,Xu,Jin,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,60,China,Nantong,Manufacturing,True,M,Xu,Shijun,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,78,China,Ningbo,Service,True,M,Xu,Wanmao,1945,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,61,China,Hangzhou,Manufacturing,True,F,Xu,Yuejuan,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,60,Russia,Moscow,Healthcare,True,M,Yakunin,Vadim,1963,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2259,1.2,46,China,Guangzhou,Fashion & Retail,True,F,Yang,Yunyun,1977,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,37,United States,Berkeley,Technology,True,M,Zaharia,Matei,1985,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,60,China,Nantong,Diversified,True,M,Zan,Shengda,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,47,China,Jiaxing,Technology,True,M,Zhang,Xuezheng,1975,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,66,China,Dongguan,Manufacturing,True,F,Zhang,Yin,1957,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,56,China,Shanghai,Healthcare,True,F,Zhao,Ning,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,58,China,Shanghai,Manufacturing,True,M,Zhou,Wen,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,63,China,Suzhou,Construction & Engineering,True,M,Zhu,Xingliang,1959,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,66,India,Delhi,Fashion & Retail,True,M,Agarwal,Hari Krishan,1956,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2405,1.1,67,Russia,Moscow,Energy,True,M,Akhmedov,Farkhad,1955,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2405,1.1,51,United States,New York,Finance & Investments,True,M,Bae,Joseph,1972,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,42,United States,Rochester,Food & Beverage,False,F,Bennett,Abigail,1980,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,52,United States,Atlanta,Fashion & Retail,True,F,Blakely,Sara,1971,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,68,United States,New York,Finance & Investments,True,M,Blankfein,Lloyd,1954,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,61,Ukraine,Dnipro,Diversified,True,M,Boholyubov,Henadiy,1962,281.66,7.9,153781069118,82.7%,99.0%,71.6,44385155,2476,6,6
2405,1.1,56,Switzerland,Lens,Real Estate,True,M,Bonvin,Stephane,1967,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
2405,1.1,58,Switzerland,Lipperswil,Diversified,True,M,Boyko,Oleg,1964,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
2405,1.1,28,United States,Miami,Technology,True,M,Breslow,Ryan,1994,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,72,Germany,St. Wendel,Fashion & Retail,False,M,Bruch,Thomas,1950,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2405,1.1,61,Indonesia,Jakarta,Technology,True,F,Budiman,Marina,1961,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2405,1.1,80,India,Delhi,Food & Beverage,False,M,Burman,Pradip,1942,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2405,1.1,64,China,Lianyungang,Healthcare,True,M,Cai,Hongbin,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,60,China,Quzhou,Manufacturing,True,M,Cao,Kejian,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,82,Italy,Milan,Food & Beverage,False,F,Caprotti,Giuliana,1940,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2405,1.1,45,Italy,Milan,Food & Beverage,False,F,Caprotti,Marina,1978,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2405,1.1,40,China,Beijing,Technology,True,M,Chang,Jing,1982,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,61,China,Linhai,Healthcare,True,M,Chen,Baohua,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,55,China,Guangzhou,Energy,True,M,Chen,Gang,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,47,China,Shanghai,Logistics,True,F,Chen,Liying,1975,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,55,China,Shantou,Manufacturing,True,F,Chen,Xueling,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,58,China,Changzhou,Food & Beverage,True,M,Cheng,Lili,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,61,United States,Las Vegas,Technology,True,F,Dai,Weili,1961,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,64,Spain,Barcelona,Food & Beverage,False,F,Daurella Aguilera,Carmen,0,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
2405,1.1,72,China,Zhongshan,Manufacturing,True,M,Deng,Yingzhong,1951,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2405,1.1,87,Israel,Tel Aviv,Finance & Investments,True,M,Eliahu,Shlomo,1936,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
2405,1.1,65,United Kingdom,Cardiff,Finance & Investments,True,M,Engelhardt,Henry,1958,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2405,1.1,88,Spain,Palma de Majorca,Service,True,M,Escarrer,Gabriel,1935,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
2405,1.1,63,Brazil,São Paulo,Manufacturing,False,M,Feffer,Daniel,1959,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2405,1.1,53,Brazil,São Paulo,Manufacturing,False,M,Feffer,Ruben,0,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2405,1.1,56,Cyprus,Limassol,Telecom,True,M,Fetisov,Gleb,1966,102.51,0.3,24564647935,75.9%,99.3%,80.8,1198575,2476,5,5
2405,1.1,79,United States,Brookline,Fashion & Retail,True,M,Fireman,Paul,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,69,United States,San Francisco,Fashion & Retail,False,M,Fisher,Robert,1953,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2405,1.1,66,Germany,Rottendorf,Fashion & Retail,True,M,Freier,Bernd,1957,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
