,Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country
2414,2405,1.1,28,United States,Miami,Technology,TRUE,M,Breslow,Ryan,1994,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2415,2405,1.1,72,Germany,St. Wendel,Fashion & Retail,FALSE,M,Bruch,Thomas,1950,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2416,2405,1.1,61,Indonesia,Jakarta,Technology,TRUE,F,Budiman,Marina,1961,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
2417,2405,1.1,80,India,Delhi,Food & Beverage,FALSE,M,Burman,Pradip,1942,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2418,2405,1.1,64,China,Lianyungang,Healthcare,TRUE,M,Cai,Hongbin,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2419,2405,1.1,60,China,Quzhou,Manufacturing,TRUE,M,Cao,Kejian,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2420,2405,1.1,82,Italy,Milan,Food & Beverage,FALSE,F,Caprotti,Giuliana,1940,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2421,2405,1.1,45,Italy,Milan,Food & Beverage,FALSE,F,Caprotti,Marina,1978,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2422,2405,1.1,40,China,Beijing,Technology,TRUE,M,Chang,Jing,1982,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2423,2405,1.1,61,China,Linhai,Healthcare,TRUE,M,Chen,Baohua,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2424,2405,1.1,55,China,Guangzhou,Energy,TRUE,M,Chen,Gang,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2425,2405,1.1,47,China,Shanghai,Logistics,TRUE,F,Chen,Liying,1975,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2427,2405,1.1,55,China,Shantou,Manufacturing,TRUE,F,Chen,Xueling,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2428,2405,1.1,58,China,Changzhou,Food & Beverage,TRUE,M,Cheng,Lili,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2430,2405,1.1,61,United States,Las Vegas,Technology,TRUE,F,Dai,Weili,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2431,2405,1.1,64,Spain,Barcelona,Food & Beverage,FALSE,F,Daurella Aguilera,Carmen,0,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
2432,2405,1.1,72,China,Zhongshan,Manufacturing,TRUE,M,Deng,Yingzhong,1951,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2433,2405,1.1,87,Israel,Tel Aviv,Finance & Investments,TRUE,M,Eliahu,Shlomo,1936,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
2434,2405,1.1,65,United Kingdom,Cardiff,Finance & Investments,TRUE,M,Engelhardt,Henry,1958,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2435,2405,1.1,88,Spain,Palma de Majorca,Service,TRUE,M,Escarrer,Gabriel,1935,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
2436,2405,1.1,63,Brazil,São Paulo,Manufacturing,FALSE,M,Feffer,Daniel,1959,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2437,2405,1.1,53,Brazil,São Paulo,Manufacturing,FALSE,M,Feffer,Ruben,0,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2438,2405,1.1,56,Cyprus,Limassol,Telecom,TRUE,M,Fetisov,Gleb,1966,102.51,0.3,24564647935,75.90%,99.30%,80.8,1198575
2439,2405,1.1,79,United States,Brookline,Fashion & Retail,TRUE,M,Fireman,Paul,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2440,2405,1.1,69,United States,San Francisco,Fashion & Retail,FALSE,M,Fisher,Robert,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2441,2405,1.1,66,Germany,Rottendorf,Fashion & Retail,TRUE,M,Freier,Bernd,1957,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2442,2405,1.1,82,United States,Los Angeles,Manufacturing,TRUE,M,Friese,Donald,1940,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2443,2405,1.1,74,China,Beijing,Healthcare,TRUE,M,Gan,Zhongru,1948,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2444,2405,1.1,70,India,Delhi,Fashion & Retail,FALSE,M,Gautam,Rahul,1952,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2445,2405,1.1,60,United States,New York,Finance & Investments,TRUE,M,Golub,David,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2446,2405,1.1,47,Russia,Moscow,Real Estate,TRUE,M,Golubkov,Pavel,1976,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2447,2405,1.1,64,United Kingdom,London,Fashion & Retail,TRUE,F,Green,Cristina,0,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2448,2405,1.1,64,United Kingdom,London,Fashion & Retail,TRUE,M,Green,Philip,0,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2449,2405,1.1,34,United Kingdom,London,Energy,FALSE,M,Gutseriev,Said,1988,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2450,2405,1.1,63,Monaco,Monaco,Service,FALSE,M,Haji-Ioannou,Polys,1960,0,0,7184844193,0.00%,0.00%,0,38964
2451,2405,1.1,57,China,Kunming,Food & Beverage,TRUE,M,He,Zuxun,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2452,2405,1.1,64,Germany,Hamburg,Finance & Investments,FALSE,M,Herz,Christian,0,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2453,2405,1.1,64,Germany,Hamburg,Finance & Investments,FALSE,F,Herz,Michaela,0,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2454,2405,1.1,78,United States,Seattle,Technology,TRUE,M,Hindawi,David,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2455,2405,1.1,52,China,Shenzhen,Technology,TRUE,M,Huang,Shan,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2456,2405,1.1,61,China,Shenzhen,Technology,TRUE,F,Huang,Xiaofen,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2457,2405,1.1,76,Japan,Tokyo,Automotive,FALSE,M,Ishibashi,Hiroshi,1946,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
2458,2405,1.1,74,Japan,Tokyo,Gambling & Casinos,FALSE,M,Ishihara,Masayuki,1948,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
2459,2405,1.1,71,Thailand,Bangkok,Finance & Investments,TRUE,M,Kaewbootta,Chatchai,1951,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
2460,2405,1.1,36,India,Bangalore,Finance & Investments,TRUE,M,Kamath,Nikhil,1986,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2461,2405,1.1,57,United Kingdom,London,Finance & Investments,FALSE,M,Kamprad,Jonas,1966,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2462,2405,1.1,53,United Kingdom,London,Finance & Investments,FALSE,M,Kamprad,Mathias,1969,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2463,2405,1.1,59,Belgium,Tervuren,Finance & Investments,FALSE,M,Kamprad,Peter,1964,117.11,1.4,5.29607E+11,79.70%,103.90%,81.6,11484055
2464,2405,1.1,66,Japan,Kobe,Service,TRUE,M,Kaneko,Fumio,1956,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
2465,2405,1.1,51,India,Delhi,Automotive,FALSE,M,Kapur,Sunjay,1971,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2466,2405,1.1,88,Turkey,Istanbul,Energy,TRUE,M,Kazanci,Ali Metin,1934,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
2467,2405,1.1,60,China,Guangzhou,Healthcare,TRUE,M,Ke,Kangbao,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2468,2405,1.1,58,Switzerland,Zurich,Sports,TRUE,M,Koerl,Carsten,1964,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
2469,2405,1.1,64,South Korea,Seoul,Technology,FALSE,M,Koo,Bon-sik,1958,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2470,2405,1.1,62,Russia,Moscow,Energy,TRUE,M,Kosogov,Andrei,1961,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2471,2405,1.1,74,India,Mumbai,Manufacturing,TRUE,M,Kothari,Yogesh,1949,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2472,2405,1.1,73,India,Delhi,Healthcare,FALSE,M,Lal,Arvind,1949,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2473,2405,1.1,78,Spain,Matadepera,Gambling & Casinos,TRUE,M,Lao Hernández,Manuel,1944,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
2474,2405,1.1,82,South Korea,Seoul,Construction & Engineering,TRUE,M,Lee,Joong-keun,1941,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2475,2405,1.1,62,United States,Cleveland,Finance & Investments,FALSE,F,Lerner,Nancy,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2476,2405,1.1,87,United States,Cleveland,Finance & Investments,FALSE,F,Lerner,Norma,1936,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2477,2405,1.1,61,United States,Cleveland,Finance & Investments,FALSE,M,Lerner,Randolph,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2478,2405,1.1,47,China,Xiamen,Healthcare,TRUE,M,Lin,Zhijun,1975,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2479,2405,1.1,49,China,Xiamen,Healthcare,TRUE,M,Lin,Zhixiong,1973,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2480,2405,1.1,68,United States,Chattanooga,Manufacturing,FALSE,M,Lorberbaum,Jeffrey,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2481,2405,1.1,52,China,Xiamen,Telecom,TRUE,M,Lu,Rongfu,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2482,2405,1.1,60,China,Shanghai,Fashion & Retail,TRUE,M,Lyu,Yixiong,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2483,2405,1.1,46,Japan,Tokyo,Technology,TRUE,M,Minami,Soichiro,1976,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
2484,2405,1.1,68,India,Delhi,Automotive,FALSE,M,Munjal,Pawan,1954,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2485,2405,1.1,68,India,Delhi,Automotive,FALSE,F,Munjal,Renu,1955,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2486,2405,1.1,70,India,Delhi,Automotive,FALSE,M,Munjal,Suman,1953,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2487,2405,1.1,56,Russia,Kemerovo,Energy,TRUE,M,Nikolaev,Dmitry ,1966,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2488,2405,1.1,81,Singapore,Singapore,Automotive,FALSE,M,Nursalim,Sjamsul,1942,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
2489,2405,1.1,54,Romania,Bacau,Fashion & Retail,TRUE,M,Paval,Adrian,1968,123.78,3.8,2.50077E+11,49.40%,85.20%,75.4,19356544
2490,2405,1.1,69,Italy,Bergamo,Diversified,TRUE,M,Percassi,Antonio,1953,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2491,2405,1.1,50,United States,Lutherville-Timonium,Fashion & Retail,TRUE,M,Plank,Kevin,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2492,2405,1.1,62,India,Hyderabad,Healthcare,FALSE,M,Prasad,G.V.,1960,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2493,2405,1.1,60,China,Beijing,Healthcare,TRUE,M,Pu,Zhongjie,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2494,2405,1.1,58,China,Shenzhen,Healthcare,TRUE,M,Rao,Wei,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2495,2405,1.1,76,Spain,Madrid,Service,FALSE,F,Revoredo,Helena,1947,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
2496,2405,1.1,50,United States,Chicago,Finance & Investments,TRUE,M,Roszak,Matthew,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2497,2405,1.1,42,United States,San Francisco,Technology,TRUE,M,Sciarra,Paul,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2498,2405,1.1,53,India,Mumbai,Finance & Investments,FALSE,M,Sharma,Rajesh,1970,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2499,2405,1.1,58,United States,Gallatin,Energy,TRUE,M,Solon,Dean,1965,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2500,2405,1.1,67,United Kingdom,"London, Suffolk",Finance & Investments,TRUE,M,Spencer,Michael,1955,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2501,2405,1.1,79,United States,New York,Finance & Investments,TRUE,M,Steinberg,Joseph,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2502,2405,1.1,41,United States,Jackson,Food & Beverage,FALSE,M,Stern,Zachary,1982,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2503,2405,1.1,73,Australia,Melbourne,Manufacturing,TRUE,M,Stul,Manny,1949,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
2504,2405,1.1,49,China,Shanghai,Technology,TRUE,M,Sun,Hongjun,1973,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2505,2405,1.1,59,China,Yantai,Manufacturing,TRUE,M,Sun,Weijie,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2506,2405,1.1,61,United States,Las Vegas,Technology,TRUE,M,Sutardja,Sehat,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2507,2405,1.1,45,Singapore,Singapore,Media & Entertainment,TRUE,M,Tan,Min-Liang,1977,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
2508,2405,1.1,52,Malaysia,Selangor,Fashion & Retail,TRUE,M,Tan,Yu Yeh,1971,121.46,0.7,3.64702E+11,45.10%,105.30%,76,32447385
2509,2405,1.1,77,China,Changzhou,Automotive,TRUE,M,Tang,Aoqi,1945,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2510,2405,1.1,51,Thailand,Bangkok,Manufacturing,FALSE,M,Tangkaravakoon,Vonnarat,1971,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
2512,2405,1.1,58,China,Dongguan,Manufacturing,TRUE,M,Tung,Ching Sai,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2513,2405,1.1,59,Israel,Tel Aviv,Technology,TRUE,M,Volozh,Arkady,1964,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
2514,2405,1.1,71,Germany,Starnberg,Manufacturing,FALSE,M,Wacker,Peter-Alexander,1951,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2515,2405,1.1,82,China,Luohe,Food & Beverage,TRUE,M,Wan,Long,1940,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2516,2405,1.1,35,China,Shanghai,Diversified,FALSE,M,Wang,Han,1987,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2517,2405,1.1,46,Sweden,Karlstad,Media & Entertainment,TRUE,M,Wingefors,Lars,1977,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
2519,2405,1.1,47,United States,Jupiter Island,Sports,TRUE,M,Woods,Tiger,1975,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2520,2405,1.1,81,Germany,Detmold,Fashion & Retail,TRUE,M,Wortmann,Horst,1941,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2521,2405,1.1,53,China,Xiamen,Telecom,TRUE,M,Wu,Kaiting,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2523,2405,1.1,54,China,Beijing,Food & Beverage,TRUE,M,Wu,Xiangdong,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2524,2405,1.1,68,China,Tonghua,Healthcare,TRUE,M,Xiu,Laigui,1954,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2525,2405,1.1,61,China,Leping,Healthcare,TRUE,M,Xu,Jiangnan,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2526,2405,1.1,72,China,Nantong,Telecom,TRUE,M,Xue,Jiping,1951,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2527,2405,1.1,83,Singapore,Singapore,Manufacturing,TRUE,M,Yao,Hsiao Tung,1940,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
2528,2405,1.1,68,China,Hangzhou,Technology,TRUE,F,Ye,Qiongjiu,1954,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2529,2405,1.1,53,China,Foshan,Food & Beverage,TRUE,M,Ye,Yanqiao,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2531,2405,1.1,51,China,Shaoxing,Media & Entertainment,TRUE,M,Yu,Faxiang,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2532,2405,1.1,40,China,Yongzhou,Metals & Mining,FALSE,M,Zeng,Chaolin,1982,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2533,2405,1.1,58,China,Linhai,Construction & Engineering,TRUE,M,Zhang,Kapeng,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2534,2405,1.1,51,China,Fuzhou,Fashion & Retail,TRUE,M,Zhang,Xuansong,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2535,2405,1.1,48,China,Changsha,Food & Beverage,TRUE,M,Zhang,Xuewu,1974,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2536,2405,1.1,50,China,Beijing,Technology,TRUE,M,Zhu,Yiming,1972,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2537,2405,1.1,49,China,Shenzhen,Manufacturing,TRUE,M,Zhu,Zhaojiang,1974,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2539,2540,1,68,India,Delhi,Food & Beverage,FALSE,M,Agarwal,Manohar Lal,1954,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2540,2540,1,44,United Kingdom,London,Finance & Investments,TRUE,M,Angermayer,Christian,1978,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2541,2540,1,76,Japan,Tokyo,Fashion & Retail,TRUE,M,Arai,Ryuji,1946,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
2542,2540,1,44,Germany,Melsungen,Healthcare,FALSE,F,Braun,Anna Maria,1979,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2543,2540,1,43,Germany,Melsungen,Healthcare,FALSE,F,Braun,Johanna,1980,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2544,2540,1,40,Germany,Melsungen,Healthcare,FALSE,M,Braun,Karl Friedrich,1983,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2545,2540,1,33,Germany,Melsungen,Healthcare,FALSE,M,Braun,Ludwig Theodor,1990,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2546,2540,1,98,Peru,Lima,Diversified,FALSE,F,Brescia Cafferata,Ana Maria,1924,129.78,2.1,2.26848E+11,70.70%,106.90%,76.5,32510453
2547,2540,1,76,United States,Palm Beach,Media & Entertainment,TRUE,M,Buffett,Jimmy,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2548,2540,1,70,Japan,Tokyo,Gambling & Casinos,FALSE,M,Busujima,Hideyuki,1952,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
2549,2540,1,75,France,Paris,Finance & Investments,TRUE,M,Carmignac,Edouard,1947,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
2551,2540,1,64,China,Shangyu,Manufacturing,TRUE,M,Chen,Jiancheng,1959,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2552,2540,1,45,China,Shanghai,Media & Entertainment,TRUE,M,Chen,Rui,1978,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2553,2540,1,59,China,Tongxiang,Manufacturing,TRUE,M,Chen,Shiliang,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2554,2540,1,49,United States,Atherton,Technology,TRUE,M,Chen,Tianqiao,1973,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2555,2540,1,55,China,Ningde,Energy,TRUE,M,Chen,Yuantai,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2557,2540,1,72,India,Kochi,Manufacturing,TRUE,M,Chittilappilly,Kochouseph,1950,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2558,2540,1,57,Monaco,Monaco,Real Estate,TRUE,M,Christodoulou,John,1965,0,0,7184844193,0.00%,0.00%,0,38964
2560,2540,1,67,Turkey,Istanbul,Diversified,TRUE,M,Ciner,Turgay,1956,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
2561,2540,1,56,United States,San Carlos,Technology,TRUE,M,Dageville,Benoit,1966,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2562,2540,1,63,Monaco,Monaco,Real Estate,TRUE,M,Dixon,Mark,1959,0,0,7184844193,0.00%,0.00%,0,38964
2563,2540,1,50,China,Guangzhou,Technology,TRUE,M,Du,Yulin,1972,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2564,2540,1,58,China,Beijing,Healthcare,TRUE,F,Feng,Yuxia,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2565,2540,1,68,Denmark,Copenhagen,Healthcare,FALSE,F,Find,Benedicte,1954,110.35,0.8,3.48078E+11,80.60%,101.30%,81,5818553
2566,2540,1,66,United States,San Francisco,Fashion & Retail,FALSE,M,Fisher,William,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2567,2540,1,56,China,Shenzhen,Manufacturing,TRUE,M,Gao,Yunfeng,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2568,2540,1,60,China,Langfang,Real Estate,TRUE,M,Geng,Jianming,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2569,2540,1,79,Sweden,Stockholm,Finance & Investments,TRUE,M,Hagströmer,Sven,1943,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
2570,2540,1,52,Monaco,Monte Carlo,Service,FALSE,F,Haji-Ioannou,Clelia,1971,0,0,7184844193,0.00%,0.00%,0,38964
2571,2540,1,56,Monaco,Monte Carlo,Service,FALSE,M,Haji-Ioannou,Stelios,1967,0,0,7184844193,0.00%,0.00%,0,38964
2572,2540,1,55,China,Wuxi,Manufacturing,TRUE,F,Hang,Hong,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2573,2540,1,66,China,Chengdu,Manufacturing,TRUE,M,He,Yamin,1957,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2574,2540,1,79,Indonesia,Jakarta,Energy,FALSE,F,Hiang,Ghan Djoe,1943,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
2575,2540,1,46,China,Beijing,Technology,TRUE,M,Hong,Feng,1977,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2576,2540,1,70,South Korea,Seoul,Fashion & Retail,FALSE,M,Hong,Seok-joh,1953,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2577,2540,1,59,China,Shanghai,Healthcare,TRUE,M,Hu,Gengxi,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2578,2540,1,45,Italy,Rome,Technology,TRUE,M,Iervolino,Danilo,1978,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2579,2540,1,68,Germany,Dusseldorf,Finance & Investments,TRUE,F,im Brahm-Droege,Hedda,1955,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2580,2540,1,70,India,Mumbai,Manufacturing,TRUE,M,Jaisinghani,Inder ,1953,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2581,2540,1,38,United States,Los Angeles,Sports,TRUE,M,James,LeBron,1984,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2582,2540,1,56,Norway,Oslo,Fashion & Retail,FALSE,M,Johannson,Johan,1967,120.27,2.2,4.03336E+11,82.00%,100.30%,82.8,5347896
2583,2540,1,93,Israel,Beit Yanay,Technology,TRUE,M,Kahn,Morris,1930,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
2584,2540,1,75,India,Delhi,Manufacturing,TRUE,M,Kajaria,Ashok,1947,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2585,2540,1,53,Brazil,Sao Paulo,Finance & Investments,TRUE,M,Kalim,Marcelo,1969,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2586,2540,1,79,United States,Paradise Valley,Sports,TRUE,M,Kendrick,Ken,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2587,2540,1,53,United States,Chicago,Technology,TRUE,M,Keywell,Brad,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2588,2540,1,68,Singapore,Singapore,Energy,TRUE,M,Khan,Muhammed Aziz,1955,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
2589,2540,1,48,South Korea,Seoul,Fashion & Retail,TRUE,M,Kim,Jung-woong,1975,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2590,2540,1,60,Ukraine,Kiev,Diversified,TRUE,M,Kolomoyskyy,Ihor,1963,281.66,7.9,1.53781E+11,82.70%,99.00%,71.6,44385155
2591,2540,1,55,China,Guangzhou,Real Estate,TRUE,M,Kong,Jian Min,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2592,2540,1,74,South Korea,Seoul,Manufacturing,FALSE,M,Koo,Bon-neung,1949,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2593,2540,1,78,Singapore,Singapore,Real Estate,TRUE,M,Kum,Michael,1945,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
2594,2540,1,82,United States,Palm Beach,Real Estate,TRUE,M,Kurtz,Richard,1940,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2595,2540,1,57,Russia,Moscow,Finance & Investments,TRUE,M,Kvetnoi,Lev,1965,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
